"Ensembl","GeneName","GSM776959","GSM776960","GSM776961","GSM776962","GSM776963","GSM776964","GSM776965","GSM776966","GSM776971","GSM776972","GSM776973","GSM776974"
"ENSG00000276155","MAPT","54.5","29.7","30.4","35.4","56.8","61.3","11.2","27.1","24.7","13.1","87.1","42.7"
"ENSG00000186868","MAPT","54.5","29.7","30.4","35.4","56.8","61.3","11.2","27.1","24.7","13.1","87.1","42.7"
"ENSG00000277956","MAPT","54.5","29.7","30.4","35.4","56.8","61.3","11.2","27.1","24.7","13.1","87.1","42.7"
"ENSG00000262814","MRPL12","293.7","481.4","348.8","220.8","459.1","431","358.3","532.9","512.5","432.4","411.1","367.1"
"ENSG00000262660","AC139530.2","293.7","481.4","348.8","220.8","459.1","431","358.3","532.9","512.5","432.4","411.1","367.1"
"ENSG00000242092","HLA-DMB","426.8","378","743","1364","143.2","107.8","61.9","113.1","73.6","49.5","131.2","76.6"
"ENSG00000242386","HLA-DMB","426.8","378","743","1364","143.2","107.8","61.9","113.1","73.6","49.5","131.2","76.6"
"ENSG00000241674","HLA-DMB","426.8","378","743","1364","143.2","107.8","61.9","113.1","73.6","49.5","131.2","76.6"
"ENSG00000239329","HLA-DMB","426.8","378","743","1364","143.2","107.8","61.9","113.1","73.6","49.5","131.2","76.6"
"ENSG00000241296","HLA-DMB","426.8","378","743","1364","143.2","107.8","61.9","113.1","73.6","49.5","131.2","76.6"
"ENSG00000226264","HLA-DMB","426.8","378","743","1364","143.2","107.8","61.9","113.1","73.6","49.5","131.2","76.6"
"ENSG00000234154","HLA-DMB","426.8","378","743","1364","143.2","107.8","61.9","113.1","73.6","49.5","131.2","76.6"
"ENSG00000242574","HLA-DMB","426.8","378","743","1364","143.2","107.8","61.9","113.1","73.6","49.5","131.2","76.6"
